Name,Colors,Year,Genre,Style,Link
Bench with Three Persons,"('Gray', 'Gray', 'Gray', 'Gray', 'Gray')",1882,genre painting,Realism,https://uploads2.wikiart.org/images/vincent-van-gogh/bench-with-three-persons-1882(1).jpg!Large.jpg
Bending Woman,"('Gray', 'Gray', 'Ivory', 'Gray', 'Old Burgundy')",1882,sketch and study,Realism,https://uploads0.wikiart.org/images/vincent-van-gogh/bending-woman-1882(1).jpg!Large.jpg
Bent Figure of a Woman,"('Antique White', 'Burlywood', 'Antique White', 'Bistre', 'Van Dyke')",1882,portrait,Realism,https://uploads0.wikiart.org/images/vincent-van-gogh/bent-figure-of-a-woman-1882(1).jpg!Large.jpg
Bent Figure of a Woman Sien,"('Black Olive', 'Gold Fusion', 'Grullo', 'Lemon Chiffon', 'Antique White')",1882,portrait,Realism,https://uploads5.wikiart.org/images/vincent-van-gogh/bent-figure-of-a-woman-sien-1882(1).jpg!Large.jpg
Bleaching Ground,"('Lemon Chiffon', 'Camel', 'Light Salmon', 'Coffee', 'Dark Sienna')",1882,cityscape,Realism,https://uploads3.wikiart.org/images/vincent-van-gogh/bleaching-ground-1882(1).jpg!Large.jpg
Bridge and Houses on the Corner of Herengracht-Prinsessegracht,"('Light French', 'Bisque', 'Burlywood', 'Old Burgundy', 'Antique White')",1882,cityscape,Realism,https://uploads4.wikiart.org/images/vincent-van-gogh/bridge-and-houses-on-the-corner-of-herengracht-prinsessegracht-1882(1).jpg!Large.jpg
Carpenter,"('Gray', 'Gray', 'Snow', 'Gray', 'Gray')",1882,sketch and study,Realism,https://uploads5.wikiart.org/images/vincent-van-gogh/carpenter-1882(1).jpg!Large.jpg
"Carpenter, Seen from the Back","('Gray', 'Black Shadows', 'Gray', 'Gray', 'Gray')",1882,sketch and study,Realism,https://uploads6.wikiart.org/images/vincent-van-gogh/carpenter-seen-from-the-back-1882(1).jpg!Large.jpg
Carpenter`s Workshop Seen from the Artist`s Studio,"('Metallic Sunburst', 'Burlywood', 'Tan', 'Caput Mortuum', 'Smoky Black')",1882,cityscape,Realism,https://uploads1.wikiart.org/images/vincent-van-gogh/carpenter-s-workshop-seen-from-the-artist-s-studio-1882(1).jpg!Large.jpg
Carpenter's Yard and Laundry,"('Gray', 'Gray', 'Gray', 'Gray', 'Gray')",1882,cityscape,Realism,https://uploads6.wikiart.org/images/vincent-van-gogh/carpenter-s-yard-and-laundry-1882(1).jpg!Large.jpg
Church Pew with Worshippers,"('Army Green', 'Gray', 'Ivory', 'Gray', 'Gray')",1882,genre painting,Realism,https://uploads5.wikiart.org/images/vincent-van-gogh/church-pew-with-worshippers-1882(1).jpg!Large.jpg
Cluster of Old Houses with the New Church in The Hague,"('Buff', 'Earth Yellow', 'Sienna', 'Smoky Black', 'Caput Mortuum')",1882,cityscape,Realism,https://uploads5.wikiart.org/images/vincent-van-gogh/cluster-of-old-houses-with-the-new-church-in-the-hague-1882(1).jpg!Large.jpg
Country Lane with Trees,"('Gray', 'Gray', 'Gray', 'Gray', 'Gray')",1882,landscape,Realism,https://uploads1.wikiart.org/images/vincent-van-gogh/country-lane-with-trees-1882(1).jpg!Large.jpg
Cradle,"('Gray', 'Black Olive', 'Sage', 'Dim Gray', 'Lemon Chiffon')",1882,genre painting,Realism,https://uploads2.wikiart.org/images/vincent-van-gogh/cradle-1882(1).jpg!Large.jpg
Digger,"('Deep Champagne', 'Navajo White', 'Burlywood', 'French Beige', 'Van Dyke')",1882,genre painting,Realism,https://uploads2.wikiart.org/images/vincent-van-gogh/digger-1882(1).jpg!Large.jpg
Digger,"('Deep Champagne', 'French Beige', 'Burlywood', 'Bistre', 'French Bistre')",1882,genre painting,Realism,https://uploads4.wikiart.org/images/vincent-van-gogh/digger-1882-1(1).jpg!Large.jpg
Digger,"('Burlywood', 'French Beige', 'Burlywood', 'Coffee', 'Gray')",1882,genre painting,Realism,https://uploads4.wikiart.org/images/vincent-van-gogh/digger-1882-2(1).jpg!Large.jpg
Digger,"('Gray', 'Wheat', 'Van Dyke', 'French Beige', 'Tan')",1882,genre painting,Realism,https://uploads4.wikiart.org/images/vincent-van-gogh/digger-1882-3(1).jpg!Large.jpg
Diggers in Torn-Up Street,"('Lemon Chiffon', 'Grullo', 'Gray', 'Lemon Chiffon', 'Gray')",1882,sketch and study,Realism,https://uploads3.wikiart.org/images/vincent-van-gogh/diggers-in-torn-up-street-1882(1).jpg!Large.jpg
Donkey Cart with Boy and Scheveningen Woman,"('Gray', 'Gray', 'Gray', 'Gray', 'Gray')",1882,genre painting,Realism,https://uploads3.wikiart.org/images/vincent-van-gogh/donkey-cart-with-boy-and-scheveningen-woman-1882(1).jpg!Large.jpg
Dunes,"('Sage', 'Bronze', 'Tan', 'Golden Brown', 'Dark Sienna')",1882,landscape,Realism,https://uploads1.wikiart.org/images/vincent-van-gogh/dunes-1882(1).jpg!Large.jpg
Dunes with Figures,"('Old Burgundy', 'Gray', 'Lemon Chiffon', 'Silver Pink', 'Eggshell')",1882,genre painting,Realism,https://uploads5.wikiart.org/images/vincent-van-gogh/dunes-with-figures-1882(1).jpg!Large.jpg
Dunes with Figures,"('Russian Violet', 'Camel', 'French Beige', 'Tuscan Red', 'Caput Mortuum')",1882,genre painting,Realism,https://uploads7.wikiart.org/images/vincent-van-gogh/dunes-with-figures-1882-1(1).jpg!Large.jpg
Edge of a Wood,"('Spanish Bistre', 'Buff', 'Burlywood', 'Redwood', 'Taupe')",1882,landscape,Realism,https://uploads1.wikiart.org/images/vincent-van-gogh/edge-of-a-wood-1882(1).jpg!Large.jpg
"Entrance to the Pawn Bank, The Hague","('Wheat', 'French Beige', 'Bisque', 'Coffee', 'Gray')",1882,cityscape,Realism,https://uploads4.wikiart.org/images/vincent-van-gogh/entrance-to-the-pawn-bank-the-hague-1882(1).jpg!Large.jpg
Factory,"('Gray', 'Light Yellow', 'Gray', 'Grullo', 'Ivory')",1882,cityscape,Realism,https://uploads3.wikiart.org/images/vincent-van-gogh/factory-1882(1).jpg!Large.jpg
Figure of a Woman with Unfinished Chair,"('Black Shadows', 'Timberwolf', 'Granite Gray', 'Gray', 'Old Burgundy')",1882,sketch and study,Realism,https://uploads8.wikiart.org/images/vincent-van-gogh/figure-of-a-woman-with-unfinished-chair-1882(1).jpg!Large.jpg
Fish-Drying Barn,"('Isabelline', 'Timberwolf', 'Snow', 'Gray', 'Old Burgundy')",1882,cityscape,Realism,https://uploads3.wikiart.org/images/vincent-van-gogh/fish-drying-barn-1882(1).jpg!Large.jpg
Fish-Drying Barn in Scheveningen,"('Gray', 'Gray', 'Gray', 'Gray', 'Gray')",1882,cityscape,Realism,https://uploads1.wikiart.org/images/vincent-van-gogh/fish-drying-barn-in-scheveningen-1882(1).jpg!Large.jpg
"Fish-Drying Barn, Seen From a Height","('Van Dyke', 'Navajo White', 'Wheat', 'Fawn', 'Bisque')",1882,cityscape,Realism,https://uploads4.wikiart.org/images/vincent-van-gogh/fish-drying-barn-seen-from-a-height-1882(1).jpg!Large.jpg
Fisherman on the Beach,"('Misty Moss', 'Camel', 'French Beige', 'Coral', 'Bistre')",1882,portrait,Realism,https://uploads0.wikiart.org/images/vincent-van-gogh/fisherman-on-the-beach-1882(1).jpg!Large.jpg
Fisherman with Basket on his Back,"('Burlywood', 'Wheat', 'Cornsilk', 'Beaver', 'Taupe')",1882,sketch and study,Realism,https://uploads2.wikiart.org/images/vincent-van-gogh/fisherman-with-basket-on-his-back-1882(1).jpg!Large.jpg
Fisherman's Wife on the Beach,"('Beaver', 'Medium Champagne', 'Camel', 'Bistre', 'Indian Red')",1882,portrait,Realism,https://uploads7.wikiart.org/images/vincent-van-gogh/fisherman-s-wife-on-the-beach-1882(1).jpg!Large.jpg
Four Men Cutting Wood,"('Spanish Bistre', 'Sage', 'French Bistre', 'Ebony', 'Camel')",1882,genre painting,Realism,https://uploads8.wikiart.org/images/vincent-van-gogh/four-men-cutting-wood-1882(1).jpg!Large.jpg
Four People on a Bench,"('Mellow Apricot', 'Earth Yellow', 'Copper', 'Sienna', 'Dark Sienna')",1882,genre painting,Realism,https://uploads0.wikiart.org/images/vincent-van-gogh/four-people-on-a-bench-1882(1).jpg!Large.jpg
Gasworks,"('Navajo White', 'Burlywood', 'Van Dyke', 'French Beige', 'Gray')",1882,cityscape,Realism,https://uploads4.wikiart.org/images/vincent-van-gogh/gasworks-1882(1).jpg!Large.jpg
Girl Carrying a Loaf of Bread,"('Timberwolf', 'Gray', 'Ivory', 'Gray', 'Gray')",1882,sketch and study,Realism,https://uploads7.wikiart.org/images/vincent-van-gogh/girl-carrying-a-loaf-of-bread-1882(1).jpg!Large.jpg
Girl in the Woods,"('Camel', 'Tan', 'Sepia', 'Dark Sienna', 'Burnt Umber')",1882,genre painting,Realism,https://uploads4.wikiart.org/images/vincent-van-gogh/girl-in-the-woods-1882(1).jpg!Large.jpg
Girl in White in the Woods,"('Mustard', 'Persian Orange', 'Sienna', 'Medium Carmine', 'Wine')",1882,genre painting,Realism,https://uploads4.wikiart.org/images/vincent-van-gogh/girl-in-white-in-the-woods-1882(1).jpg!Large.jpg
"Girl near the Stove, Grinding Coffee","('Gray', 'Gray', 'Lemon Chiffon', 'Sage', 'Dutch White')",1882,sketch and study,Realism,https://uploads4.wikiart.org/images/vincent-van-gogh/girl-near-the-stove-grinding-coffee-1882(1).jpg!Large.jpg
"Girl Sitting, Knitting","('Timberwolf', 'Bisque', 'Silver Pink', 'Bistre', 'Smoky Black')",1882,genre painting,Realism,https://uploads8.wikiart.org/images/vincent-van-gogh/girl-sitting-knitting-1882(1).jpg!Large.jpg
"Girl Standing, Knitting","('Isabelline', 'Timberwolf', 'Antique White', 'Old Burgundy', 'Gray')",1882,genre painting,Realism,https://uploads0.wikiart.org/images/vincent-van-gogh/girl-standing-knitting-1882(1).jpg!Large.jpg
Group of People on the Beach with Fishing Boat Arriving,"('Black Olive', 'French Bistre', 'Wheat', 'Sage', 'Gray')",1882,sketch and study,Realism,https://uploads6.wikiart.org/images/vincent-van-gogh/group-of-people-on-the-beach-with-fishing-boat-arriving-1882(1).jpg!Large.jpg
Head of a Woman,"('French Beige', 'Bisque', 'Coffee', 'Smoky Black', 'Gray')",1882,portrait,Realism,https://uploads8.wikiart.org/images/vincent-van-gogh/head-of-a-woman-1882.jpg!Large.jpg
Iron Mill in The Hague,"('Arylide Yellow', 'Metallic Sunburst', 'Khaki', 'Coffee', 'Bistre')",1882,landscape,Realism,https://uploads6.wikiart.org/images/vincent-van-gogh/iron-mill-in-the-hague-1882.jpg!Large.jpg
Lower Part of the Windmill De Laakmolen,"('Gray', 'Gray', 'Antique White', 'Grullo', 'Ivory')",1882,landscape,Realism,https://uploads5.wikiart.org/images/vincent-van-gogh/lower-part-of-the-windmill-de-laakmolen-1882.jpg!Large.jpg
Man and Woman Seen from the Back,"('Buff', 'Camel', 'Burlywood', 'Dark Brown', 'French Bistre')",1882,sketch and study,Realism,https://uploads7.wikiart.org/images/vincent-van-gogh/man-and-woman-seen-from-the-back-1882.jpg!Large.jpg
Man Carrying Peat,"('Metallic Sunburst', 'Bistre', 'Gray', 'Metallic Sunburst', 'Coffee')",1882,sketch and study,Realism,https://uploads1.wikiart.org/images/vincent-van-gogh/man-carrying-peat-1882.jpg!Large.jpg
Man Sitting by the Stove The Pauper,"('Gray', 'Gray', 'Gray', 'Gray', 'Gray')",1882,genre painting,Realism,https://uploads1.wikiart.org/images/vincent-van-gogh/man-sitting-by-the-stove-the-pauper-1882.jpg!Large.jpg
Man Sitting with a Glass in His Hand,"('Gray', 'Gray', 'Gray', 'Gray', 'Gray')",1882,sketch and study,Realism,https://uploads2.wikiart.org/images/vincent-van-gogh/man-sitting-with-a-glass-in-his-hand-1882.jpg!Large.jpg
Man Stooping with Stick or Spade,"('Camouflage Green', 'Tan', 'Copper', 'Sienna', 'Bistre')",1882,genre painting,Realism,https://uploads7.wikiart.org/images/vincent-van-gogh/man-stooping-with-stick-or-spade-1882.jpg!Large.jpg
Man with his head in his hands,"('Rifle Green', 'Earth Yellow', 'Camel', 'Old Burgundy', 'French Beige')",1882,portrait,Realism,https://uploads5.wikiart.org/images/vincent-van-gogh/man-with-his-head-in-his-hands-1882.jpg!Large.jpg
Man with Pipe and Eye Bandage,"('Dark Jungle', 'Ebony', 'Navajo White', 'Light French', 'Wheat')",1882,portrait,Realism,https://uploads4.wikiart.org/images/vincent-van-gogh/man-with-pipe-and-eye-bandage-1882.jpg!Large.jpg
Man with Top Hat,"('Dark Jungle', 'Ebony', 'Navajo White', 'Sage', 'Lemon Chiffon')",1882,portrait,Realism,https://uploads0.wikiart.org/images/vincent-van-gogh/man-with-top-hat-1882.jpg!Large.jpg
"Man, Sitting, Reading a Book","('Gray', 'Gray', 'Snow', 'Gray', 'Gray')",1882,genre painting,Realism,https://uploads1.wikiart.org/images/vincent-van-gogh/man-sitting-reading-a-book-1882.jpg!Large.jpg
"Man, Standing with Arms Folded","('Ivory', 'Gray', 'Grullo', 'Old Burgundy', 'Gray')",1882,sketch and study,Realism,https://uploads4.wikiart.org/images/vincent-van-gogh/man-standing-with-arms-folded-1882.jpg!Large.jpg
"Man, Standing, Reading a Book","('Gray', 'Ivory', 'Gray', 'Old Burgundy', 'Gray')",1882,genre painting,Realism,https://uploads2.wikiart.org/images/vincent-van-gogh/man-standing-reading-a-book-1882.jpg!Large.jpg
"Meadow, In the Background New Church","('Gray', 'Gray', 'Gray', 'Gray', 'Gray')",1882,landscape,Realism,https://uploads1.wikiart.org/images/vincent-van-gogh/meadow-in-the-background-new-church-1882.jpg!Large.jpg
Meadows near Rijswijk,"('Oxford Blue', 'Glossy Grape', 'Van Dyke', 'Cinereous', 'Taupe')",1882,landscape,Realism,https://uploads5.wikiart.org/images/vincent-van-gogh/meadows-near-rijswijk-1882.jpg!Large.jpg
Meadows near Rijswijk and the Schenkweg,"('Lemon Chiffon', 'Sage', 'Wheat', 'Bisque', 'Cordovan')",1882,landscape,Realism,https://uploads5.wikiart.org/images/vincent-van-gogh/meadows-near-rijswijk-and-the-schenkweg-1882.jpg!Large.jpg
Miners in the Snow Winter,"('Navajo White', 'Camel', 'Navajo White', 'Salmon', 'Rosewood')",1882,genre painting,Realism,https://uploads0.wikiart.org/images/vincent-van-gogh/miners-in-the-snow-winter-1882.jpg!Large.jpg
Miners' wives carrying sacks of coal,"('Mellow Apricot', 'Burlywood', 'Coffee', 'Bisque', 'Bistre')",1882,genre painting,Realism,https://uploads1.wikiart.org/images/vincent-van-gogh/miners-wives-carrying-sacks-of-coal-1882.jpg!Large.jpg
"Nude Woman, Half-Length","('Gray', 'Gray', 'Gray', 'Gray', 'Gray')",1882,nude painting (nu),Realism,https://uploads6.wikiart.org/images/vincent-van-gogh/nude-woman-half-length-1882.jpg!Large.jpg
Old Man in a Tail-coat,"('Buff', 'Earth Yellow', 'Bistre', 'French Beige', 'Coffee')",1882,portrait,Realism,https://uploads6.wikiart.org/images/vincent-van-gogh/old-man-in-a-tail-coat-1882.jpg!Large.jpg
Old Man Reading,"('Deep Champagne', 'Burlywood', 'French Bistre', 'Bistre', 'Smoky Black')",1882,genre painting,Realism,https://uploads8.wikiart.org/images/vincent-van-gogh/old-man-reading-1882.jpg!Large.jpg
Old Man with a Stick,"('Buff', 'Burlywood', 'Van Dyke', 'French Beige', 'Smoky Black')",1882,portrait,Realism,https://uploads4.wikiart.org/images/vincent-van-gogh/old-man-with-a-stick-1882.jpg!Large.jpg
Old Man with a Top Hat,"('Medium Champagne', 'Bistre', 'Navajo White', 'Wheat', 'Gray')",1882,portrait,Realism,https://uploads6.wikiart.org/images/vincent-van-gogh/old-man-with-a-top-hat-1882.jpg!Large.jpg
Old Street The Paddemoes,"('Lemon Chiffon', 'Dutch White', 'French Bistre', 'Light French', 'Gray')",1882,cityscape,Realism,https://uploads8.wikiart.org/images/vincent-van-gogh/old-street-the-paddemoes-1882.jpg!Large.jpg
Old Woman Seen from Behind,"('Medium Champagne', 'French Bistre', 'Sage', 'Wheat', 'Grullo')",1882,sketch and study,Realism,https://uploads1.wikiart.org/images/vincent-van-gogh/old-woman-seen-from-behind-1882.jpg!Large.jpg
Old Woman with a Shawl and a Walking-Stick,"('Lemon Chiffon', 'Wheat', 'Copper', 'Gray', 'Sienna')",1882,genre painting,Realism,https://uploads8.wikiart.org/images/vincent-van-gogh/old-woman-with-a-shawl-and-a-walking-stick-1882.jpg!Large.jpg
Orphan Man,"('Gray', 'Gray', 'Gray', 'Gray', 'Gray')",1882,portrait,Realism,https://uploads3.wikiart.org/images/vincent-van-gogh/orphan-man-1882.jpg!Large.jpg
Orphan Man Holding Top Hat in his Hand,"('Gray', 'Timberwolf', 'Gray', 'Gray', 'Middle Grey')",1882,portrait,Realism,https://uploads4.wikiart.org/images/vincent-van-gogh/orphan-man-holding-top-hat-in-his-hand-1882.jpg!Large.jpg
Orphan Man Holding Top Hat in his Hand,"('Timberwolf', 'Gray', 'Dim Gray', 'Bistre', 'Gray')",1882,sketch and study,Realism,https://uploads6.wikiart.org/images/vincent-van-gogh/orphan-man-holding-top-hat-in-his-hand-1882-1.jpg!Large.jpg
Orphan Man in Sunday Clothes with Eye Bandage,"('Dark Jungle', 'Kombu Green', 'Feldgrau', 'Light Yellow', 'Ash Grey')",1882,portrait,Realism,https://uploads2.wikiart.org/images/vincent-van-gogh/orphan-man-in-sunday-clothes-with-eye-bandage-1882.jpg!Large.jpg
Orphan Man with Cap and Stick,"('Timberwolf', 'Isabelline', 'Light Yellow', 'Gray', 'Gray')",1882,portrait,Realism,https://uploads4.wikiart.org/images/vincent-van-gogh/orphan-man-with-cap-and-stick-1882.jpg!Large.jpg
Orphan Man with Cap and Walking Stick,"('Gray', 'Gray', 'Snow', 'Gray', 'Gray')",1882,sketch and study,Realism,https://uploads3.wikiart.org/images/vincent-van-gogh/orphan-man-with-cap-and-walking-stick-1882.jpg!Large.jpg
"Orphan Man with Cap, Eating","('Antique White', 'Bistre', 'Coffee', 'Beaver', 'Bisque')",1882,sketch and study,Realism,https://uploads1.wikiart.org/images/vincent-van-gogh/orphan-man-with-cap-eating-1882.jpg!Large.jpg
"Orphan Man with Cap, Seen from the Back","('Ebony', 'Gray', 'Grullo', 'Light Yellow', 'Eggshell')",1882,sketch and study,Realism,https://uploads4.wikiart.org/images/vincent-van-gogh/orphan-man-with-cap-seen-from-the-back-1882.jpg!Large.jpg
"Orphan Man with Long Overcoat and Umbrella, Seen from the Back","('Gray', 'Gray', 'Gray', 'Snow', 'Gray')",1882,portrait,Realism,https://uploads0.wikiart.org/images/vincent-van-gogh/orphan-man-with-long-overcoat-and-umbrella-seen-from-the-back-1882.jpg!Large.jpg
"Orphan Man with Long Overcoat and Umbrella, Seen from the Back 2","('Gray', 'Gray', 'Gray', 'Gray', 'Gray')",1882,portrait,Realism,https://uploads2.wikiart.org/images/vincent-van-gogh/orphan-man-with-long-overcoat-and-umbrella-seen-from-the-back-2-1882.jpg!Large.jpg
Orphan Man with Long Overcoat Cleaning Boots,"('Navajo White', 'Black Olive', 'Camel', 'Burlywood', 'Wheat')",1882,genre painting,Realism,https://uploads1.wikiart.org/images/vincent-van-gogh/orphan-man-with-long-overcoat-cleaning-boots-1882.jpg!Large.jpg
"Orphan Man with Long Overcoat, Glass and Handkerchief","('Ebony', 'Light Yellow', 'Lemon Chiffon', 'Light Yellow', 'Eggshell')",1882,portrait,Realism,https://uploads0.wikiart.org/images/vincent-van-gogh/orphan-man-with-long-overcoat-glass-and-handkerchief-1882.jpg!Large.jpg
Orphan Man with Top Hat and Hands Crossed,"('Timberwolf', 'Gray', 'Light Yellow', 'Gray', 'Gray')",1882,portrait,Realism,https://uploads7.wikiart.org/images/vincent-van-gogh/orphan-man-with-top-hat-and-hands-crossed-1882.jpg!Large.jpg
Orphan Man with Top Hat and Umbrella Looking at his Watch,"('Gray', 'Gray', 'Gray', 'Gray', 'Gray')",1882,portrait,Realism,https://uploads5.wikiart.org/images/vincent-van-gogh/orphan-man-with-top-hat-and-umbrella-looking-at-his-watch-1882.jpg!Large.jpg
Orphan Man with Top Hat and Umbrella Under his Arm,"('Dark Jungle', 'Kombu Green', 'Light Yellow', 'Lemon Chiffon', 'Lemon Chiffon')",1882,portrait,Realism,https://uploads7.wikiart.org/images/vincent-van-gogh/orphan-man-with-top-hat-and-umbrella-under-his-arm-1882.jpg!Large.jpg
"Orphan Man with Top Hat, Drinking Coffee","('Banana Mania', 'Gray', 'Beaver', 'Lemon Chiffon', 'French Bistre')",1882,genre painting,Realism,https://uploads5.wikiart.org/images/vincent-van-gogh/orphan-man-with-top-hat-drinking-coffee-1882.jpg!Large.jpg
"Orphan Man with Top Hat, Drinking Coffee","('Gray', 'Gray', 'Gray', 'Gray', 'Gray')",1882,genre painting,Realism,https://uploads7.wikiart.org/images/vincent-van-gogh/orphan-man-with-top-hat-drinking-coffee-1882-1.jpg!Large.jpg
"Orphan Man with Top Hat, Eating from a Plate","('Eggshell', 'Gray', 'Old Burgundy', 'Seashell', 'Misty Rose')",1882,genre painting,Realism,https://uploads0.wikiart.org/images/vincent-van-gogh/orphan-man-with-top-hat-eating-from-a-plate-1882.jpg!Large.jpg
"Orphan Man with Top Hat, Head","('Old Burgundy', 'Gray', 'Antique White', 'Seashell', 'Bisque')",1882,portrait,Realism,https://uploads3.wikiart.org/images/vincent-van-gogh/orphan-man-with-top-hat-head-1882.jpg!Large.jpg
"Orphan Man with Top Hat, Holding Cup","('Grullo', 'Old Burgundy', 'Gray', 'Cornsilk', 'Antique White')",1882,genre painting,Realism,https://uploads1.wikiart.org/images/vincent-van-gogh/orphan-man-with-top-hat-holding-cup-1882.jpg!Large.jpg
